,ID,Date,Energy,Observed_Issue
827,SPS28,7/6/2021,2815,0
828,SPS28,7/7/2021,2374,0
829,SPS28,7/8/2021,2304,0
830,SPS28,7/9/2021,2189,0
831,SPS28,7/10/2021,2148,0
832,SPS28,7/11/2021,2123,0
833,SPS28,7/12/2021,2378,0
834,SPS28,7/13/2021,2098,0
835,SPS28,7/14/2021,3632,0
836,SPS28,7/15/2021,3659,0
837,SPS28,7/16/2021,3553,0
838,SPS28,7/17/2021,3397,0
839,SPS28,7/18/2021,3379,0
840,SPS28,7/19/2021,3480,0
841,SPS28,7/20/2021,3462,0
842,SPS28,7/21/2021,1812,0
843,SPS29,6/22/2021,7.4,0
844,SPS29,6/22/2021,7.4,0
845,SPS29,6/23/2021,7,0
846,SPS29,6/23/2021,7,0
847,SPS29,6/24/2021,8.4,0
848,SPS29,6/24/2021,8.4,0
849,SPS29,6/25/2021,9.9,0
850,SPS29,6/25/2021,NA,0
851,SPS29,6/26/2021,16.2,0
852,SPS29,6/26/2021,16.2,0
853,SPS29,6/27/2021,14.1,0
854,SPS29,6/27/2021,14.1,0
855,SPS29,6/28/2021,14.2,0
856,SPS29,6/28/2021,14.2,0
857,SPS29,6/29/2021,27.1,0
858,SPS29,6/29/2021,27.1,0
859,SPS29,6/30/2021,13.8,0
860,SPS29,6/30/2021,13.8,0
861,SPS29,7/1/2021,21.5,0
862,SPS29,7/1/2021,21.5,0
863,SPS29,7/2/2021,NA,0
864,SPS29,7/2/2021,15.3,0
865,SPS29,7/3/2021,21.7,0
866,SPS29,7/3/2021,21.7,0
867,SPS29,7/4/2021,16.6,0
868,SPS29,7/4/2021,16.6,0
869,SPS29,7/5/2021,17.2,0
870,SPS29,7/5/2021,17.2,0
871,SPS29,7/6/2021,13.9,0
872,SPS29,7/6/2021,13.9,0
873,SPS29,7/7/2021,13.9,0
874,SPS29,7/7/2021,13.9,0
875,SPS29,7/8/2021,14.5,0
876,SPS29,7/8/2021,14.5,0
877,SPS29,7/9/2021,14.5,0
878,SPS29,7/9/2021,14.5,0
879,SPS29,7/10/2021,21,0
880,SPS29,7/10/2021,21,0
881,SPS29,7/11/2021,17.5,0
882,SPS29,7/11/2021,17.5,0
883,SPS29,7/12/2021,13.9,0
884,SPS29,7/12/2021,13.9,0
885,SPS29,7/13/2021,9,0
886,SPS29,7/13/2021,NA,0
887,SPS29,7/14/2021,8,0
888,SPS29,7/14/2021,8,0
889,SPS29,7/15/2021,7.9,0
890,SPS29,7/15/2021,7.9,0
891,SPS29,7/16/2021,6.9,0
892,SPS29,7/16/2021,6.9,0
893,SPS29,7/17/2021,7.5,0
894,SPS29,7/17/2021,7.5,0
895,SPS29,7/18/2021,7.2,0
896,SPS29,7/18/2021,7.2,0
897,SPS29,7/19/2021,7.8,0
898,SPS29,7/19/2021,7.8,0
899,SPS29,7/20/2021,7.6,0
900,SPS29,7/20/2021,7.6,0
901,SPS29,7/21/2021,8.4,0
902,SPS29,7/21/2021,8.4,0
903,SPS30,6/22/2021,3266,0
904,SPS30,6/23/2021,3256,0
905,SPS30,6/24/2021,7044,0
906,SPS30,6/25/2021,6868,0
907,SPS30,6/26/2021,3388,0
908,SPS30,6/27/2021,3405,0
909,SPS30,6/28/2021,3410,0
910,SPS30,6/29/2021,3318,0
911,SPS30,6/30/2021,3344,0
912,SPS30,7/1/2021,3325,0
913,SPS30,7/2/2021,NA,0
914,SPS30,7/3/2021,3025,0
915,SPS30,7/4/2021,3334,0
916,SPS30,7/5/2021,11248,1
917,SPS30,7/6/2021,3502,0
918,SPS30,7/7/2021,3346,0
919,SPS30,7/8/2021,3228,0
920,SPS30,7/9/2021,3300,0
921,SPS30,7/10/2021,3125,0
922,SPS30,7/11/2021,3043,0
923,SPS30,7/12/2021,4225,0
924,SPS30,7/13/2021,3269,0
925,SPS30,7/14/2021,3153,0
926,SPS30,7/15/2021,3739,0
927,SPS30,7/16/2021,NA,0
928,SPS30,7/17/2021,3041,0
929,SPS30,7/18/2021,2972,0
930,SPS30,7/19/2021,3212,0
931,SPS30,7/20/2021,2980,0
932,SPS30,7/21/2021,NA,0
